32     480       0.1280   -0.3404 6.400000e+000 9.600000e+001 1.279846e-003 -3.404123e-003 
64     480       0.0238   -0.2486 1.280000e+001 9.600000e+001 2.382225e-004 -2.486363e-003 
96     480       0.0257    0.1845 1.920000e+001 9.600000e+001 2.570400e-004 1.844683e-003 
128    480       0.0365   -0.2943 2.560000e+001 9.600000e+001 3.653478e-004 -2.943260e-003 
160    480      -0.0443   -0.3265 3.200000e+001 9.600000e+001 -4.430791e-004 -3.264996e-003 
192    480       0.0117    0.3172 3.840000e+001 9.600000e+001 1.172652e-004 3.172377e-003 
224    480       0.0176    0.2363 4.480000e+001 9.600000e+001 1.762868e-004 2.363472e-003 
256    480      -0.0218    0.2600 5.120000e+001 9.600000e+001 -2.184878e-004 2.599977e-003 
288    480      -0.0274   -0.3346 5.760000e+001 9.600000e+001 -2.743446e-004 -3.346190e-003 
320    480      -0.0855   -0.3128 6.400000e+001 9.600000e+001 -8.552537e-004 -3.128318e-003 
352    480      -0.0667   -0.3062 7.040000e+001 9.600000e+001 -6.671740e-004 -3.062116e-003 
384    480      -0.0341   -0.3194 7.680000e+001 9.600000e+001 -3.412019e-004 -3.193913e-003 
416    480       0.0072   -0.3149 8.320000e+001 9.600000e+001 7.171930e-005 -3.148776e-003 
448    480      -0.0287    0.2987 8.960000e+001 9.600000e+001 -2.870527e-004 2.987267e-003 
480    480      -0.1144    0.2468 9.600000e+001 9.600000e+001 -1.144274e-003 2.467804e-003 
32     448       0.1398   -0.2123 6.400000e+000 8.960000e+001 1.398478e-003 -2.122522e-003 
64     448       0.0013   -0.0278 1.280000e+001 8.960000e+001 1.269497e-005 -2.778252e-004 
96     448       0.0005    0.0180 1.920000e+001 8.960000e+001 4.878083e-006 1.800363e-004 
128    448       0.0016    0.0014 2.560000e+001 8.960000e+001 1.615833e-005 1.428044e-005 
160    448       0.0191   -0.0675 3.200000e+001 8.960000e+001 1.906308e-004 -6.754096e-004 
192    448       0.0045   -0.0581 3.840000e+001 8.960000e+001 4.508397e-005 -5.813529e-004 
224    448      -0.0469   -0.0001 4.480000e+001 8.960000e+001 -4.692505e-004 -5.346630e-007 
256    448      -0.0311   -0.0032 5.120000e+001 8.960000e+001 -3.112462e-004 -3.150537e-005 
288    448      -0.0070   -0.0181 5.760000e+001 8.960000e+001 -6.982615e-005 -1.812622e-004 
320    448      -0.0314   -0.0516 6.400000e+001 8.960000e+001 -3.143711e-004 -5.160599e-004 
352    448       0.0167   -0.0875 7.040000e+001 8.960000e+001 1.673541e-004 -8.753848e-004 
384    448       0.0479   -0.0665 7.680000e+001 8.960000e+001 4.785532e-004 -6.654290e-004 
416    448       0.0029   -0.0428 8.320000e+001 8.960000e+001 2.893681e-005 -4.283910e-004 
448    448       0.0191    0.0207 8.960000e+001 8.960000e+001 1.911935e-004 2.072278e-004 
480    448      -0.1320   -0.0409 9.600000e+001 8.960000e+001 -1.319559e-003 -4.089470e-004 
32     416      -0.0530    0.0315 6.400000e+000 8.320000e+001 -5.304046e-004 3.145146e-004 
64     416      -0.0005    0.0166 1.280000e+001 8.320000e+001 -5.063087e-006 1.657214e-004 
96     416      -0.0018    0.0312 1.920000e+001 8.320000e+001 -1.772265e-005 3.118302e-004 
128    416       0.0011    0.0176 2.560000e+001 8.320000e+001 1.107126e-005 1.756250e-004 
160    416      -0.0148   -0.0763 3.200000e+001 8.320000e+001 -1.478581e-004 -7.627299e-004 
192    416      -0.0688   -0.1573 3.840000e+001 8.320000e+001 -6.880395e-004 -1.573445e-003 
224    416      -0.0939   -0.1653 4.480000e+001 8.320000e+001 -9.391538e-004 -1.652839e-003 
256    416      -0.0332   -0.1316 5.120000e+001 8.320000e+001 -3.319448e-004 -1.315748e-003 
288    416      -0.0051   -0.0024 5.760000e+001 8.320000e+001 -5.122787e-005 -2.430000e-005 
320    416      -0.0062   -0.0099 6.400000e+001 8.320000e+001 -6.198634e-005 -9.941707e-005 
352    416       0.0302   -0.0731 7.040000e+001 8.320000e+001 3.017431e-004 -7.310804e-004 
384    416       0.1673   -0.0126 7.680000e+001 8.320000e+001 1.673128e-003 -1.262699e-004 
416    416       0.0737    0.1169 8.320000e+001 8.320000e+001 7.370363e-004 1.168637e-003 
448    416       0.0038    0.0121 8.960000e+001 8.320000e+001 3.825775e-005 1.213902e-004 
480    416      -0.1571   -0.0883 9.600000e+001 8.320000e+001 -1.571414e-003 -8.831005e-004 
32     384       0.0315    0.0179 6.400000e+000 7.680000e+001 3.145807e-004 1.789204e-004 
64     384      -0.0015    0.0242 1.280000e+001 7.680000e+001 -1.501942e-005 2.423434e-004 
96     384      -0.0039    0.0180 1.920000e+001 7.680000e+001 -3.891759e-005 1.800625e-004 
128    384      -0.0032    0.0165 2.560000e+001 7.680000e+001 -3.193783e-005 1.653980e-004 
160    384      -0.0135    0.0079 3.200000e+001 7.680000e+001 -1.354529e-004 7.851626e-005 
192    384      -0.0167   -0.1278 3.840000e+001 7.680000e+001 -1.667695e-004 -1.278130e-003 
224    384       0.0114   -0.0589 4.480000e+001 7.680000e+001 1.141004e-004 -5.892887e-004 
256    384       0.0044   -0.0108 5.120000e+001 7.680000e+001 4.363995e-005 -1.080649e-004 
288    384      -0.0028    0.0072 5.760000e+001 7.680000e+001 -2.835789e-005 7.234864e-005 
320    384       0.0037    0.0192 6.400000e+001 7.680000e+001 3.746307e-005 1.918574e-004 
352    384       0.0041   -0.0085 7.040000e+001 7.680000e+001 4.075265e-005 -8.464173e-005 
384    384       0.0849    0.0401 7.680000e+001 7.680000e+001 8.487112e-004 4.010377e-004 
416    384       0.0587    0.0535 8.320000e+001 7.680000e+001 5.872836e-004 5.350895e-004 
448    384      -0.0050    0.0046 8.960000e+001 7.680000e+001 -4.957687e-005 4.637582e-005 
480    384      -0.0975    0.0073 9.600000e+001 7.680000e+001 -9.753531e-004 7.308170e-005 
32     352       0.0583    0.0100 6.400000e+000 7.040000e+001 5.828216e-004 9.954618e-005 
64     352       0.0367   -0.0204 1.280000e+001 7.040000e+001 3.670941e-004 -2.038275e-004 
96     352       0.0159    0.0124 1.920000e+001 7.040000e+001 1.591900e-004 1.239774e-004 
128    352       0.0011    0.0298 2.560000e+001 7.040000e+001 1.130007e-005 2.975372e-004 
160    352       0.0128    0.0251 3.200000e+001 7.040000e+001 1.281264e-004 2.507045e-004 
192    352       0.0482   -0.0412 3.840000e+001 7.040000e+001 4.815719e-004 -4.115487e-004 
224    352       0.0148   -0.0048 4.480000e+001 7.040000e+001 1.483348e-004 -4.782646e-005 
256    352       0.0029    0.0133 5.120000e+001 7.040000e+001 2.937142e-005 1.325018e-004 
288    352       0.0173    0.0010 5.760000e+001 7.040000e+001 1.726850e-004 1.014932e-005 
320    352       0.0156    0.0089 6.400000e+001 7.040000e+001 1.556387e-004 8.926795e-005 
352    352      -0.0073   -0.0422 7.040000e+001 7.040000e+001 -7.328530e-005 -4.223896e-004 
384    352       0.0010   -0.0318 7.680000e+001 7.040000e+001 1.033513e-005 -3.176884e-004 
416    352       0.0004   -0.0172 8.320000e+001 7.040000e+001 3.729106e-006 -1.721578e-004 
448    352       0.0260   -0.0090 8.960000e+001 7.040000e+001 2.600401e-004 -8.965082e-005 
480    352      -0.0989   -0.0253 9.600000e+001 7.040000e+001 -9.889209e-004 -2.530009e-004 
32     320       0.0706    0.0038 6.400000e+000 6.400000e+001 7.062186e-004 3.781992e-005 
64     320       0.1048   -0.1138 1.280000e+001 6.400000e+001 1.047530e-003 -1.137635e-003 
96     320       0.0456   -0.0368 1.920000e+001 6.400000e+001 4.559172e-004 -3.678533e-004 
128    320       0.0252   -0.0026 2.560000e+001 6.400000e+001 2.519630e-004 -2.619336e-005 
160    320      -0.0088    0.0246 3.200000e+001 6.400000e+001 -8.842340e-005 2.459714e-004 
192    320      -0.0072    0.0161 3.840000e+001 6.400000e+001 -7.203393e-005 1.608369e-004 
224    320      -0.0066    0.0081 4.480000e+001 6.400000e+001 -6.576984e-005 8.064522e-005 
256    320       0.0038    0.0069 5.120000e+001 6.400000e+001 3.790067e-005 6.920980e-005 
288    320      -0.0077   -0.0531 5.760000e+001 6.400000e+001 -7.713597e-005 -5.310128e-004 
320    320       0.1134   -0.1123 6.400000e+001 6.400000e+001 1.134442e-003 -1.122652e-003 
352    320       0.0960   -0.1053 7.040000e+001 6.400000e+001 9.597581e-004 -1.053042e-003 
384    320      -0.0482   -0.0815 7.680000e+001 6.400000e+001 -4.821292e-004 -8.149912e-004 
416    320      -0.0271   -0.0559 8.320000e+001 6.400000e+001 -2.712938e-004 -5.588708e-004 
448    320       0.0135   -0.0490 8.960000e+001 6.400000e+001 1.353336e-004 -4.899224e-004 
480    320      -0.1602   -0.0808 9.600000e+001 6.400000e+001 -1.601968e-003 -8.084391e-004 
32     288       0.1030   -0.0332 6.400000e+000 5.760000e+001 1.029999e-003 -3.317517e-004 
64     288       0.1597   -0.2059 1.280000e+001 5.760000e+001 1.596881e-003 -2.058980e-003 
96     288       0.2451   -0.2783 1.920000e+001 5.760000e+001 2.451037e-003 -2.782706e-003 
128    288       0.0927   -0.0660 2.560000e+001 5.760000e+001 9.266407e-004 -6.596954e-004 
160    288       0.0175   -0.0097 3.200000e+001 5.760000e+001 1.750310e-004 -9.729675e-005 
192    288       0.0024   -0.0079 3.840000e+001 5.760000e+001 2.403326e-005 -7.886047e-005 
224    288      -0.0013    0.0239 4.480000e+001 5.760000e+001 -1.297865e-005 2.390393e-004 
256    288       0.0083   -0.0270 5.120000e+001 5.760000e+001 8.294497e-005 -2.696032e-004 
288    288      -0.0222   -0.1757 5.760000e+001 5.760000e+001 -2.215594e-004 -1.757360e-003 
320    288       0.0274   -0.0708 6.400000e+001 5.760000e+001 2.743590e-004 -7.077930e-004 
352    288       0.0644   -0.0321 7.040000e+001 5.760000e+001 6.440369e-004 -3.214934e-004 
384    288       0.0120   -0.0131 7.680000e+001 5.760000e+001 1.196011e-004 -1.306320e-004 
416    288       0.0123   -0.0399 8.320000e+001 5.760000e+001 1.228497e-004 -3.992646e-004 
448    288       0.0242   -0.0898 8.960000e+001 5.760000e+001 2.423758e-004 -8.976903e-004 
480    288      -0.4040   -0.0493 9.600000e+001 5.760000e+001 -4.040306e-003 -4.929089e-004 
32     256       0.0915    0.0096 6.400000e+000 5.120000e+001 9.151878e-004 9.609852e-005 
64     256       0.0905   -0.0778 1.280000e+001 5.120000e+001 9.046304e-004 -7.778453e-004 
96     256       0.2596   -0.3187 1.920000e+001 5.120000e+001 2.596414e-003 -3.187482e-003 
128    256       0.1241   -0.1513 2.560000e+001 5.120000e+001 1.240750e-003 -1.512872e-003 
160    256       0.0207   -0.0628 3.200000e+001 5.120000e+001 2.068145e-004 -6.278649e-004 
192    256       0.0070   -0.0534 3.840000e+001 5.120000e+001 7.019083e-005 -5.335036e-004 
224    256       0.0019    0.0280 4.480000e+001 5.120000e+001 1.946600e-005 2.800708e-004 
256    256       0.0033   -0.0511 5.120000e+001 5.120000e+001 3.260736e-005 -5.105581e-004 
288    256      -0.0122   -0.1171 5.760000e+001 5.120000e+001 -1.224749e-004 -1.171279e-003 
320    256      -0.0289   -0.0498 6.400000e+001 5.120000e+001 -2.889375e-004 -4.977044e-004 
352    256       0.0019   -0.0106 7.040000e+001 5.120000e+001 1.876563e-005 -1.057945e-004 
384    256       0.0073   -0.0144 7.680000e+001 5.120000e+001 7.255483e-005 -1.435112e-004 
416    256       0.0117   -0.0200 8.320000e+001 5.120000e+001 1.167760e-004 -2.001799e-004 
448    256       0.0374   -0.0366 8.960000e+001 5.120000e+001 3.742942e-004 -3.659862e-004 
480    256       0.3291   -0.0096 9.600000e+001 5.120000e+001 3.291161e-003 -9.580256e-005 
32     224      -0.0824    0.0148 6.400000e+000 4.480000e+001 -8.241012e-004 1.484569e-004 
