32     480       0.0805   -0.1308 6.400000e+000 9.600000e+001 8.052993e-004 -1.307850e-003 
64     480       0.0013   -0.0764 1.280000e+001 9.600000e+001 1.299456e-005 -7.635513e-004 
96     480      -0.0059    0.1373 1.920000e+001 9.600000e+001 -5.945505e-005 1.372586e-003 
128    480      -0.0337   -0.1909 2.560000e+001 9.600000e+001 -3.370071e-004 -1.908764e-003 
160    480      -0.0515   -0.2753 3.200000e+001 9.600000e+001 -5.153830e-004 -2.752831e-003 
192    480      -0.0256   -0.2841 3.840000e+001 9.600000e+001 -2.560574e-004 -2.840596e-003 
224    480      -0.0444   -0.1967 4.480000e+001 9.600000e+001 -4.440169e-004 -1.967121e-003 
256    480      -0.0589   -0.1525 5.120000e+001 9.600000e+001 -5.890296e-004 -1.524914e-003 
288    480      -0.0216    0.2603 5.760000e+001 9.600000e+001 -2.156037e-004 2.603365e-003 
320    480      -0.3590   -0.3925 6.400000e+001 9.600000e+001 -3.589684e-003 -3.925314e-003 
352    480      -0.5042   -0.4139 7.040000e+001 9.600000e+001 -5.042236e-003 -4.139248e-003 
384    480       0.0252   -0.2170 7.680000e+001 9.600000e+001 2.516842e-004 -2.170093e-003 
416    480       0.0579   -0.1641 8.320000e+001 9.600000e+001 5.785728e-004 -1.640743e-003 
448    480       0.1158   -0.2897 8.960000e+001 9.600000e+001 1.157601e-003 -2.896822e-003 
480    480       0.3011   -0.3682 9.600000e+001 9.600000e+001 3.010674e-003 -3.681986e-003 
32     448       0.0497   -0.0211 6.400000e+000 8.960000e+001 4.971749e-004 -2.105904e-004 
64     448       0.0168   -0.0066 1.280000e+001 8.960000e+001 1.675103e-004 -6.594567e-005 
96     448       0.0098    0.0261 1.920000e+001 8.960000e+001 9.835754e-005 2.613361e-004 
128    448      -0.0452   -0.0438 2.560000e+001 8.960000e+001 -4.521808e-004 -4.377357e-004 
160    448      -0.0429   -0.1547 3.200000e+001 8.960000e+001 -4.285607e-004 -1.546930e-003 
192    448       0.2047   -0.4645 3.840000e+001 8.960000e+001 2.047476e-003 -4.645153e-003 
224    448       0.1738   -0.3946 4.480000e+001 8.960000e+001 1.738193e-003 -3.946471e-003 
256    448      -0.0551   -0.1182 5.120000e+001 8.960000e+001 -5.506092e-004 -1.181532e-003 
288    448      -0.0051    0.0314 5.760000e+001 8.960000e+001 -5.115564e-005 3.136321e-004 
320    448      -0.1332   -0.1333 6.400000e+001 8.960000e+001 -1.332281e-003 -1.333229e-003 
352    448      -0.1602   -0.1585 7.040000e+001 8.960000e+001 -1.602449e-003 -1.584774e-003 
384    448      -0.0116   -0.0309 7.680000e+001 8.960000e+001 -1.162954e-004 -3.090427e-004 
416    448       0.0102   -0.0077 8.320000e+001 8.960000e+001 1.022838e-004 -7.748359e-005 
448    448       0.0963   -0.1654 8.960000e+001 8.960000e+001 9.625633e-004 -1.653739e-003 
480    448      -0.0145   -0.3009 9.600000e+001 8.960000e+001 -1.452744e-004 -3.008929e-003 
32     416       0.0421   -0.0423 6.400000e+000 8.320000e+001 4.210345e-004 -4.228236e-004 
64     416       0.0073   -0.0327 1.280000e+001 8.320000e+001 7.301962e-005 -3.271238e-004 
96     416      -0.0442   -0.0656 1.920000e+001 8.320000e+001 -4.421867e-004 -6.559825e-004 
128    416      -0.0329   -0.0903 2.560000e+001 8.320000e+001 -3.292306e-004 -9.028196e-004 
160    416       0.0174   -0.0103 3.200000e+001 8.320000e+001 1.743521e-004 -1.025464e-004 
192    416       0.3559   -0.5001 3.840000e+001 8.320000e+001 3.558643e-003 -5.000850e-003 
224    416       0.2502   -0.5327 4.480000e+001 8.320000e+001 2.502031e-003 -5.327218e-003 
256    416      -0.0269   -0.1118 5.120000e+001 8.320000e+001 -2.691824e-004 -1.117815e-003 
288    416      -0.0089    0.0178 5.760000e+001 8.320000e+001 -8.929998e-005 1.782625e-004 
320    416       0.0026    0.0287 6.400000e+001 8.320000e+001 2.567460e-005 2.874970e-004 
352    416       0.0073    0.0448 7.040000e+001 8.320000e+001 7.263091e-005 4.475494e-004 
384    416      -0.0128    0.0220 7.680000e+001 8.320000e+001 -1.277512e-004 2.199275e-004 
416    416       0.0020   -0.0293 8.320000e+001 8.320000e+001 1.968294e-005 -2.927901e-004 
448    416       0.0443   -0.0692 8.960000e+001 8.320000e+001 4.429038e-004 -6.919089e-004 
480    416       0.1092   -0.2623 9.600000e+001 8.320000e+001 1.091940e-003 -2.623294e-003 
