32     480       0.0598   -0.2639 6.400000e+000 9.600000e+001 5.982464e-004 -2.639493e-003 
64     480       0.3060   -0.2211 1.280000e+001 9.600000e+001 3.059514e-003 -2.211446e-003 
96     480       0.0572   -0.2585 1.920000e+001 9.600000e+001 5.718476e-004 -2.584731e-003 
128    480       0.0816   -0.3274 2.560000e+001 9.600000e+001 8.160956e-004 -3.274453e-003 
160    480       0.1778   -0.2861 3.200000e+001 9.600000e+001 1.778390e-003 -2.861322e-003 
192    480       0.0744   -0.2815 3.840000e+001 9.600000e+001 7.442753e-004 -2.815299e-003 
224    480       0.0030   -0.2141 4.480000e+001 9.600000e+001 3.002692e-005 -2.141365e-003 
256    480      -0.1543   -0.2936 5.120000e+001 9.600000e+001 -1.542608e-003 -2.935913e-003 
288    480      -0.1162   -0.3029 5.760000e+001 9.600000e+001 -1.162150e-003 -3.028758e-003 
320    480      -0.0008   -0.1735 6.400000e+001 9.600000e+001 -7.757801e-006 -1.735152e-003 
352    480      -0.0025    0.1056 7.040000e+001 9.600000e+001 -2.467318e-005 1.055643e-003 
384    480      -0.0068   -0.2293 7.680000e+001 9.600000e+001 -6.769591e-005 -2.292857e-003 
416    480      -0.0713   -0.3173 8.320000e+001 9.600000e+001 -7.127554e-004 -3.173406e-003 
448    480      -0.0067   -0.3075 8.960000e+001 9.600000e+001 -6.675832e-005 -3.075018e-003 
480    480       0.1231    0.2626 9.600000e+001 9.600000e+001 1.231000e-003 2.626203e-003 
32     448       0.1766   -0.1765 6.400000e+000 8.960000e+001 1.765988e-003 -1.764665e-003 
64     448       0.1656   -0.3047 1.280000e+001 8.960000e+001 1.656357e-003 -3.047112e-003 
96     448       0.0447   -0.3291 1.920000e+001 8.960000e+001 4.469461e-004 -3.291170e-003 
128    448       0.1165   -0.3996 2.560000e+001 8.960000e+001 1.165175e-003 -3.996160e-003 
160    448       0.1971   -0.4403 3.200000e+001 8.960000e+001 1.970853e-003 -4.402900e-003 
192    448       0.0765   -0.2811 3.840000e+001 8.960000e+001 7.648069e-004 -2.811397e-003 
224    448      -0.0252   -0.0624 4.480000e+001 8.960000e+001 -2.516045e-004 -6.242320e-004 
256    448      -0.0091   -0.5947 5.120000e+001 8.960000e+001 -9.099011e-005 -5.946713e-003 
288    448       0.0278   -1.0589 5.760000e+001 8.960000e+001 2.777387e-004 -1.058943e-002 
320    448       0.0546   -0.0195 6.400000e+001 8.960000e+001 5.463433e-004 -1.948850e-004 
352    448       0.0997   -0.0435 7.040000e+001 8.960000e+001 9.967382e-004 -4.351812e-004 
384    448       0.0478   -0.0459 7.680000e+001 8.960000e+001 4.779741e-004 -4.593022e-004 
416    448       0.0028    0.0007 8.320000e+001 8.960000e+001 2.836730e-005 6.818520e-006 
448    448      -0.0117    0.0149 8.960000e+001 8.960000e+001 -1.174030e-004 1.492325e-004 
480    448      -0.0528    0.0143 9.600000e+001 8.960000e+001 -5.275239e-004 1.432751e-004 
32     416       0.1150   -0.1591 6.400000e+000 8.320000e+001 1.150214e-003 -1.591386e-003 
64     416       0.0157   -0.1901 1.280000e+001 8.320000e+001 1.565944e-004 -1.901057e-003 
96     416       0.0433   -0.2120 1.920000e+001 8.320000e+001 4.333903e-004 -2.119763e-003 
128    416       0.0397   -0.1912 2.560000e+001 8.320000e+001 3.973781e-004 -1.912344e-003 
160    416       0.1319   -0.3196 3.200000e+001 8.320000e+001 1.319191e-003 -3.195723e-003 
192    416       0.1856   -0.2549 3.840000e+001 8.320000e+001 1.856272e-003 -2.548715e-003 
